nr_pedido,dt_momento,codigo_filial,nome_filial,codigo_cliente,nome_cliente,uf,codigo_produto,descricao_produto,marca,preco_unitario,quantidade,avaliacao
15301,2023-03-11,1,Filial 1,26,Cliente 26,RO,19,Produto 19,Marca 1,16.28,5,4
15302,2023-03-11,6,Filial 6,65,Cliente 65,MA,4,Produto 4,Marca 3,44.85,5,2
15303,2023-03-11,9,Filial 9,64,Cliente 64,PA,12,Produto 12,Marca 2,68.11,4,3
15304,2023-03-11,10,Filial 10,50,Cliente 50,GO,8,Produto 8,Marca 2,44.87,6,4
15305,2023-03-11,5,Filial 5,28,Cliente 28,PB,5,Produto 5,Marca 1,86.60,6,4
15306,2023-03-11,7,Filial 7,48,Cliente 48,MS,16,Produto 16,Marca 2,12.40,2,5
15307,2023-03-11,2,Filial 2,28,Cliente 28,PB,14,Produto 14,Marca 3,2.87,4,4
15308,2023-03-11,4,Filial 4,38,Cliente 38,RJ,18,Produto 18,Marca 2,98.95,2,2
15309,2023-03-11,8,Filial 8,44,Cliente 44,PI,4,Produto 4,Marca 3,44.85,5,5
15310,2023-03-11,3,Filial 3,57,Cliente 57,SP,5,Produto 5,Marca 1,86.60,7,4
15311,2023-03-12,7,Filial 7,1,Cliente 1,MA,20,Produto 20,Marca 2,64.09,5,2
15312,2023-03-12,10,Filial 10,33,Cliente 33,GO,14,Produto 14,Marca 3,2.87,7,5
15313,2023-03-12,5,Filial 5,68,Cliente 68,AL,5,Produto 5,Marca 1,86.60,5,4
15314,2023-03-12,1,Filial 1,16,Cliente 16,MA,20,Produto 20,Marca 2,64.09,4,5
15315,2023-03-12,3,Filial 3,78,Cliente 78,PR,19,Produto 19,Marca 1,16.28,4,4
15316,2023-03-12,9,Filial 9,27,Cliente 27,ES,17,Produto 17,Marca 2,23.67,7,4
15317,2023-03-12,4,Filial 4,24,Cliente 24,PR,16,Produto 16,Marca 2,12.40,5,4
15318,2023-03-12,8,Filial 8,31,Cliente 31,CE,9,Produto 9,Marca 2,41.93,6,5
15319,2023-03-12,2,Filial 2,60,Cliente 60,SE,16,Produto 16,Marca 2,12.40,2,5
15320,2023-03-12,6,Filial 6,55,Cliente 55,ES,5,Produto 5,Marca 1,86.60,4,5
15321,2023-03-13,9,Filial 9,19,Cliente 19,MS,20,Produto 20,Marca 2,64.09,6,3
15322,2023-03-13,8,Filial 8,63,Cliente 63,RO,11,Produto 11,Marca 1,17.47,2,2
15323,2023-03-13,6,Filial 6,62,Cliente 62,RJ,15,Produto 15,Marca 1,14.57,7,4
15324,2023-03-13,2,Filial 2,67,Cliente 67,ES,4,Produto 4,Marca 3,44.85,7,5
15325,2023-03-13,3,Filial 3,83,Cliente 83,MT,20,Produto 20,Marca 2,64.09,4,2
15326,2023-03-13,5,Filial 5,35,Cliente 35,PB,11,Produto 11,Marca 1,17.47,5,3
15327,2023-03-13,1,Filial 1,94,Cliente 94,PE,16,Produto 16,Marca 2,12.40,5,5
15328,2023-03-13,10,Filial 10,7,Cliente 7,PA,17,Produto 17,Marca 2,23.67,2,3
15329,2023-03-13,4,Filial 4,76,Cliente 76,AC,17,Produto 17,Marca 2,23.67,3,4
15330,2023-03-13,7,Filial 7,43,Cliente 43,MS,10,Produto 10,Marca 1,33.55,7,5
15331,2023-03-14,10,Filial 10,12,Cliente 12,BA,12,Produto 12,Marca 2,68.11,2,3
15332,2023-03-14,8,Filial 8,23,Cliente 23,CE,3,Produto 3,Marca 2,49.45,3,3
15333,2023-03-14,5,Filial 5,14,Cliente 14,AL,15,Produto 15,Marca 1,14.57,6,2
15334,2023-03-14,1,Filial 1,82,Cliente 82,SP,6,Produto 6,Marca 1,87.73,6,4
15335,2023-03-14,7,Filial 7,30,Cliente 30,BA,11,Produto 11,Marca 1,17.47,5,4
15336,2023-03-14,3,Filial 3,27,Cliente 27,ES,3,Produto 3,Marca 2,49.45,4,4
15337,2023-03-14,2,Filial 2,46,Cliente 46,RR,17,Produto 17,Marca 2,23.67,2,3
15338,2023-03-14,4,Filial 4,86,Cliente 86,RN,3,Produto 3,Marca 2,49.45,4,5
15339,2023-03-14,9,Filial 9,72,Cliente 72,SE,13,Produto 13,Marca 3,18.60,3,2
15340,2023-03-14,6,Filial 6,35,Cliente 35,PB,14,Produto 14,Marca 3,2.87,6,2
15341,2023-03-15,5,Filial 5,78,Cliente 78,PR,20,Produto 20,Marca 2,64.09,7,2
15342,2023-03-15,7,Filial 7,55,Cliente 55,ES,15,Produto 15,Marca 1,14.57,7,5
15343,2023-03-15,10,Filial 10,76,Cliente 76,AC,12,Produto 12,Marca 2,68.11,6,5
15344,2023-03-15,1,Filial 1,75,Cliente 75,RS,10,Produto 10,Marca 1,33.55,2,3
15345,2023-03-15,8,Filial 8,16,Cliente 16,MA,3,Produto 3,Marca 2,49.45,7,5
15346,2023-03-15,9,Filial 9,40,Cliente 40,MT,12,Produto 12,Marca 2,68.11,7,2
15347,2023-03-15,4,Filial 4,49,Cliente 49,RS,16,Produto 16,Marca 2,12.40,5,2
15348,2023-03-15,3,Filial 3,39,Cliente 39,AL,14,Produto 14,Marca 3,2.87,7,4
15349,2023-03-15,2,Filial 2,41,Cliente 41,PA,13,Produto 13,Marca 3,18.60,4,3
15350,2023-03-15,6,Filial 6,99,Cliente 99,MG,17,Produto 17,Marca 2,23.67,2,2
15351,2023-03-16,9,Filial 9,1,Cliente 1,MA,9,Produto 9,Marca 2,41.93,7,4
15352,2023-03-16,4,Filial 4,27,Cliente 27,ES,11,Produto 11,Marca 1,17.47,5,5
15353,2023-03-16,8,Filial 8,14,Cliente 14,AL,13,Produto 13,Marca 3,18.60,2,5
15354,2023-03-16,7,Filial 7,51,Cliente 51,MG,20,Produto 20,Marca 2,64.09,7,5
15355,2023-03-16,10,Filial 10,55,Cliente 55,ES,8,Produto 8,Marca 2,44.87,2,5
15356,2023-03-16,5,Filial 5,45,Cliente 45,PB,7,Produto 7,Marca 1,21.32,7,4
15357,2023-03-16,2,Filial 2,55,Cliente 55,ES,6,Produto 6,Marca 1,87.73,3,5
15358,2023-03-16,6,Filial 6,22,Cliente 22,CE,13,Produto 13,Marca 3,18.60,2,3
15359,2023-03-16,3,Filial 3,5,Cliente 5,AP,4,Produto 4,Marca 3,44.85,3,4
15360,2023-03-16,1,Filial 1,42,Cliente 42,SE,9,Produto 9,Marca 2,41.93,7,2
15361,2023-03-17,9,Filial 9,3,Cliente 3,TO,10,Produto 10,Marca 1,33.55,7,3
15362,2023-03-17,10,Filial 10,85,Cliente 85,MA,10,Produto 10,Marca 1,33.55,6,2
15363,2023-03-17,7,Filial 7,11,Cliente 11,SC,10,Produto 10,Marca 1,33.55,4,4
15364,2023-03-17,6,Filial 6,2,Cliente 2,CE,14,Produto 14,Marca 3,2.87,2,3
15365,2023-03-17,5,Filial 5,66,Cliente 66,DF,6,Produto 6,Marca 1,87.73,4,3
15366,2023-03-17,1,Filial 1,23,Cliente 23,CE,10,Produto 10,Marca 1,33.55,5,5
15367,2023-03-17,3,Filial 3,67,Cliente 67,ES,8,Produto 8,Marca 2,44.87,2,5
15368,2023-03-17,8,Filial 8,3,Cliente 3,TO,17,Produto 17,Marca 2,23.67,2,4
15369,2023-03-17,4,Filial 4,80,Cliente 80,RR,2,Produto 2,Marca 3,99.33,6,4
15370,2023-03-17,2,Filial 2,60,Cliente 60,SE,4,Produto 4,Marca 3,44.85,6,4
15371,2023-03-18,1,Filial 1,95,Cliente 95,GO,6,Produto 6,Marca 1,87.73,5,2
15372,2023-03-18,5,Filial 5,7,Cliente 7,PA,16,Produto 16,Marca 2,12.40,5,4
15373,2023-03-18,8,Filial 8,35,Cliente 35,PB,14,Produto 14,Marca 3,2.87,2,4
15374,2023-03-18,3,Filial 3,17,Cliente 17,PA,20,Produto 20,Marca 2,64.09,5,5
15375,2023-03-18,7,Filial 7,26,Cliente 26,RO,16,Produto 16,Marca 2,12.40,5,4
15376,2023-03-18,6,Filial 6,35,Cliente 35,PB,9,Produto 9,Marca 2,41.93,2,5
15377,2023-03-18,10,Filial 10,69,Cliente 69,SE,8,Produto 8,Marca 2,44.87,3,3
15378,2023-03-18,9,Filial 9,5,Cliente 5,AP,11,Produto 11,Marca 1,17.47,3,3
15379,2023-03-18,4,Filial 4,32,Cliente 32,SE,14,Produto 14,Marca 3,2.87,7,2
15380,2023-03-18,2,Filial 2,98,Cliente 98,TO,13,Produto 13,Marca 3,18.60,6,3
15381,2023-03-19,5,Filial 5,68,Cliente 68,AL,17,Produto 17,Marca 2,23.67,2,4
15382,2023-03-19,3,Filial 3,39,Cliente 39,AL,16,Produto 16,Marca 2,12.40,2,3
15383,2023-03-19,7,Filial 7,77,Cliente 77,AM,15,Produto 15,Marca 1,14.57,6,5
15384,2023-03-19,1,Filial 1,3,Cliente 3,TO,4,Produto 4,Marca 3,44.85,3,4
15385,2023-03-19,6,Filial 6,62,Cliente 62,RJ,4,Produto 4,Marca 3,44.85,6,3
15386,2023-03-19,8,Filial 8,38,Cliente 38,RJ,13,Produto 13,Marca 3,18.60,2,4
15387,2023-03-19,4,Filial 4,89,Cliente 89,RR,12,Produto 12,Marca 2,68.11,5,3
15388,2023-03-19,9,Filial 9,63,Cliente 63,RO,20,Produto 20,Marca 2,64.09,5,4
15389,2023-03-19,10,Filial 10,51,Cliente 51,MG,18,Produto 18,Marca 2,98.95,3,4
15390,2023-03-19,2,Filial 2,21,Cliente 21,AL,6,Produto 6,Marca 1,87.73,7,4
15391,2023-03-20,5,Filial 5,22,Cliente 22,CE,2,Produto 2,Marca 3,99.33,6,4
15392,2023-03-20,10,Filial 10,46,Cliente 46,RR,3,Produto 3,Marca 2,49.45,5,3
15393,2023-03-20,8,Filial 8,95,Cliente 95,GO,14,Produto 14,Marca 3,2.87,6,3
15394,2023-03-20,1,Filial 1,47,Cliente 47,RN,6,Produto 6,Marca 1,87.73,4,5
15395,2023-03-20,2,Filial 2,1,Cliente 1,MA,10,Produto 10,Marca 1,33.55,3,4
15396,2023-03-20,7,Filial 7,19,Cliente 19,MS,4,Produto 4,Marca 3,44.85,7,4
15397,2023-03-20,6,Filial 6,42,Cliente 42,SE,11,Produto 11,Marca 1,17.47,2,2
15398,2023-03-20,9,Filial 9,96,Cliente 96,RJ,5,Produto 5,Marca 1,86.60,5,4
15399,2023-03-20,4,Filial 4,56,Cliente 56,GO,12,Produto 12,Marca 2,68.11,7,2
15400,2023-03-20,3,Filial 3,57,Cliente 57,SP,20,Produto 20,Marca 2,64.09,7,3
15401,2023-03-21,8,Filial 8,48,Cliente 48,MS,4,Produto 4,Marca 3,44.85,3,5
15402,2023-03-21,3,Filial 3,86,Cliente 86,RN,14,Produto 14,Marca 3,2.87,7,5
15403,2023-03-21,6,Filial 6,76,Cliente 76,AC,9,Produto 9,Marca 2,41.93,3,2
15404,2023-03-21,10,Filial 10,57,Cliente 57,SP,16,Produto 16,Marca 2,12.40,3,2
15405,2023-03-21,9,Filial 9,97,Cliente 97,MG,8,Produto 8,Marca 2,44.87,7,5
15406,2023-03-21,4,Filial 4,2,Cliente 2,CE,13,Produto 13,Marca 3,18.60,3,3
15407,2023-03-21,5,Filial 5,99,Cliente 99,MG,8,Produto 8,Marca 2,44.87,3,2
15408,2023-03-21,1,Filial 1,82,Cliente 82,SP,3,Produto 3,Marca 2,49.45,4,4
15409,2023-03-21,7,Filial 7,7,Cliente 7,PA,2,Produto 2,Marca 3,99.33,4,4
15410,2023-03-21,2,Filial 2,39,Cliente 39,AL,14,Produto 14,Marca 3,2.87,4,2
15411,2023-03-22,2,Filial 2,33,Cliente 33,GO,18,Produto 18,Marca 2,98.95,7,2
15412,2023-03-22,9,Filial 9,96,Cliente 96,RJ,9,Produto 9,Marca 2,41.93,6,4
15413,2023-03-22,3,Filial 3,55,Cliente 55,ES,14,Produto 14,Marca 3,2.87,5,4
15414,2023-03-22,7,Filial 7,91,Cliente 91,SP,2,Produto 2,Marca 3,99.33,2,2
15415,2023-03-22,8,Filial 8,65,Cliente 65,MA,18,Produto 18,Marca 2,98.95,2,3
15416,2023-03-22,10,Filial 10,63,Cliente 63,RO,18,Produto 18,Marca 2,98.95,2,4
15417,2023-03-22,5,Filial 5,22,Cliente 22,CE,11,Produto 11,Marca 1,17.47,2,2
15418,2023-03-22,6,Filial 6,83,Cliente 83,MT,10,Produto 10,Marca 1,33.55,7,2
15419,2023-03-22,1,Filial 1,71,Cliente 71,RS,10,Produto 10,Marca 1,33.55,3,3
15420,2023-03-22,4,Filial 4,63,Cliente 63,RO,15,Produto 15,Marca 1,14.57,7,5
15421,2023-03-23,4,Filial 4,11,Cliente 11,SC,7,Produto 7,Marca 1,21.32,6,2
15422,2023-03-23,5,Filial 5,27,Cliente 27,ES,5,Produto 5,Marca 1,86.60,2,2
15423,2023-03-23,7,Filial 7,98,Cliente 98,TO,19,Produto 19,Marca 1,16.28,4,5
15424,2023-03-23,8,Filial 8,98,Cliente 98,TO,20,Produto 20,Marca 2,64.09,5,5
15425,2023-03-23,10,Filial 10,19,Cliente 19,MS,15,Produto 15,Marca 1,14.57,3,2
15426,2023-03-23,3,Filial 3,14,Cliente 14,AL,20,Produto 20,Marca 2,64.09,7,3
15427,2023-03-23,2,Filial 2,43,Cliente 43,MS,10,Produto 10,Marca 1,33.55,5,4
15428,2023-03-23,6,Filial 6,92,Cliente 92,AL,15,Produto 15,Marca 1,14.57,5,5
15429,2023-03-23,1,Filial 1,93,Cliente 93,RJ,3,Produto 3,Marca 2,49.45,4,3
15430,2023-03-23,9,Filial 9,43,Cliente 43,MS,6,Produto 6,Marca 1,87.73,5,2
15431,2023-03-24,7,Filial 7,49,Cliente 49,RS,16,Produto 16,Marca 2,12.40,3,3
15432,2023-03-24,1,Filial 1,68,Cliente 68,AL,16,Produto 16,Marca 2,12.40,6,4
15433,2023-03-24,6,Filial 6,22,Cliente 22,CE,2,Produto 2,Marca 3,99.33,4,2
15434,2023-03-24,5,Filial 5,40,Cliente 40,MT,13,Produto 13,Marca 3,18.60,3,3
15435,2023-03-24,8,Filial 8,76,Cliente 76,AC,9,Produto 9,Marca 2,41.93,4,3
15436,2023-03-24,3,Filial 3,42,Cliente 42,SE,18,Produto 18,Marca 2,98.95,3,5
15437,2023-03-24,2,Filial 2,48,Cliente 48,MS,6,Produto 6,Marca 1,87.73,6,2
15438,2023-03-24,10,Filial 10,20,Cliente 20,PB,13,Produto 13,Marca 3,18.60,4,3
15439,2023-03-24,9,Filial 9,69,Cliente 69,SE,20,Produto 20,Marca 2,64.09,4,4
15440,2023-03-24,4,Filial 4,37,Cliente 37,RS,2,Produto 2,Marca 3,99.33,3,5
15441,2023-03-25,8,Filial 8,89,Cliente 89,RR,12,Produto 12,Marca 2,68.11,6,3
15442,2023-03-25,1,Filial 1,50,Cliente 50,GO,2,Produto 2,Marca 3,99.33,3,5
15443,2023-03-25,10,Filial 10,29,Cliente 29,MT,12,Produto 12,Marca 2,68.11,6,5
15444,2023-03-25,2,Filial 2,1,Cliente 1,MA,15,Produto 15,Marca 1,14.57,6,4
15445,2023-03-25,4,Filial 4,51,Cliente 51,MG,15,Produto 15,Marca 1,14.57,4,2
15446,2023-03-25,6,Filial 6,45,Cliente 45,PB,5,Produto 5,Marca 1,86.60,3,5
15447,2023-03-25,3,Filial 3,95,Cliente 95,GO,6,Produto 6,Marca 1,87.73,2,2
15448,2023-03-25,5,Filial 5,76,Cliente 76,AC,7,Produto 7,Marca 1,21.32,7,4
15449,2023-03-25,9,Filial 9,72,Cliente 72,SE,14,Produto 14,Marca 3,2.87,6,3
15450,2023-03-25,7,Filial 7,98,Cliente 98,TO,12,Produto 12,Marca 2,68.11,2,3
15451,2023-03-26,1,Filial 1,2,Cliente 2,CE,15,Produto 15,Marca 1,14.57,7,4
15452,2023-03-26,8,Filial 8,2,Cliente 2,CE,8,Produto 8,Marca 2,44.87,2,4
15453,2023-03-26,2,Filial 2,58,Cliente 58,PA,19,Produto 19,Marca 1,16.28,3,4
15454,2023-03-26,10,Filial 10,14,Cliente 14,AL,14,Produto 14,Marca 3,2.87,6,5
15455,2023-03-26,4,Filial 4,93,Cliente 93,RJ,10,Produto 10,Marca 1,33.55,7,5
15456,2023-03-26,7,Filial 7,77,Cliente 77,AM,2,Produto 2,Marca 3,99.33,4,3
15457,2023-03-26,5,Filial 5,43,Cliente 43,MS,7,Produto 7,Marca 1,21.32,5,3
15458,2023-03-26,6,Filial 6,17,Cliente 17,PA,4,Produto 4,Marca 3,44.85,3,4
15459,2023-03-26,9,Filial 9,71,Cliente 71,RS,3,Produto 3,Marca 2,49.45,2,2
15460,2023-03-26,3,Filial 3,60,Cliente 60,SE,7,Produto 7,Marca 1,21.32,7,5
15461,2023-03-27,7,Filial 7,41,Cliente 41,PA,18,Produto 18,Marca 2,98.95,7,3
15462,2023-03-27,6,Filial 6,97,Cliente 97,MG,13,Produto 13,Marca 3,18.60,3,3
15463,2023-03-27,10,Filial 10,38,Cliente 38,RJ,11,Produto 11,Marca 1,17.47,7,3
15464,2023-03-27,3,Filial 3,70,Cliente 70,MA,16,Produto 16,Marca 2,12.40,7,4
15465,2023-03-27,8,Filial 8,9,Cliente 9,RN,19,Produto 19,Marca 1,16.28,4,5
15466,2023-03-27,5,Filial 5,62,Cliente 62,RJ,20,Produto 20,Marca 2,64.09,6,4
15467,2023-03-27,4,Filial 4,18,Cliente 18,MG,10,Produto 10,Marca 1,33.55,6,5
15468,2023-03-27,2,Filial 2,89,Cliente 89,RR,14,Produto 14,Marca 3,2.87,5,4
15469,2023-03-27,9,Filial 9,80,Cliente 80,RR,18,Produto 18,Marca 2,98.95,3,5
15470,2023-03-27,1,Filial 1,56,Cliente 56,GO,12,Produto 12,Marca 2,68.11,5,5
15471,2023-03-28,1,Filial 1,28,Cliente 28,PB,18,Produto 18,Marca 2,98.95,5,2
15472,2023-03-28,8,Filial 8,4,Cliente 4,CE,18,Produto 18,Marca 2,98.95,2,2
15473,2023-03-28,5,Filial 5,43,Cliente 43,MS,4,Produto 4,Marca 3,44.85,4,4
15474,2023-03-28,2,Filial 2,42,Cliente 42,SE,16,Produto 16,Marca 2,12.40,7,2
15475,2023-03-28,10,Filial 10,7,Cliente 7,PA,19,Produto 19,Marca 1,16.28,3,3
15476,2023-03-28,3,Filial 3,68,Cliente 68,AL,7,Produto 7,Marca 1,21.32,7,5
15477,2023-03-28,4,Filial 4,93,Cliente 93,RJ,15,Produto 15,Marca 1,14.57,6,3
15478,2023-03-28,7,Filial 7,74,Cliente 74,AM,20,Produto 20,Marca 2,64.09,4,4
15479,2023-03-28,6,Filial 6,79,Cliente 79,RN,13,Produto 13,Marca 3,18.60,2,5
15480,2023-03-28,9,Filial 9,1,Cliente 1,MA,16,Produto 16,Marca 2,12.40,2,4
15481,2023-03-29,6,Filial 6,89,Cliente 89,RR,9,Produto 9,Marca 2,41.93,5,5
15482,2023-03-29,5,Filial 5,12,Cliente 12,BA,17,Produto 17,Marca 2,23.67,6,5
15483,2023-03-29,8,Filial 8,36,Cliente 36,SP,3,Produto 3,Marca 2,49.45,4,2
15484,2023-03-29,3,Filial 3,21,Cliente 21,AL,17,Produto 17,Marca 2,23.67,7,5
15485,2023-03-29,2,Filial 2,75,Cliente 75,RS,3,Produto 3,Marca 2,49.45,3,2
15486,2023-03-29,4,Filial 4,37,Cliente 37,RS,4,Produto 4,Marca 3,44.85,4,2
15487,2023-03-29,1,Filial 1,16,Cliente 16,MA,12,Produto 12,Marca 2,68.11,3,5
15488,2023-03-29,7,Filial 7,77,Cliente 77,AM,12,Produto 12,Marca 2,68.11,7,4
15489,2023-03-29,10,Filial 10,50,Cliente 50,GO,8,Produto 8,Marca 2,44.87,7,2
15490,2023-03-29,9,Filial 9,30,Cliente 30,BA,18,Produto 18,Marca 2,98.95,6,4
15491,2023-03-30,1,Filial 1,61,Cliente 61,SE,7,Produto 7,Marca 1,21.32,5,2
15492,2023-03-30,6,Filial 6,77,Cliente 77,AM,8,Produto 8,Marca 2,44.87,6,5
15493,2023-03-30,9,Filial 9,16,Cliente 16,MA,17,Produto 17,Marca 2,23.67,4,4
15494,2023-03-30,3,Filial 3,18,Cliente 18,MG,6,Produto 6,Marca 1,87.73,4,3
15495,2023-03-30,8,Filial 8,50,Cliente 50,GO,20,Produto 20,Marca 2,64.09,6,3
15496,2023-03-30,10,Filial 10,14,Cliente 14,AL,19,Produto 19,Marca 1,16.28,5,5
15497,2023-03-30,5,Filial 5,34,Cliente 34,RS,13,Produto 13,Marca 3,18.60,3,3
15498,2023-03-30,2,Filial 2,95,Cliente 95,GO,4,Produto 4,Marca 3,44.85,7,2
15499,2023-03-30,4,Filial 4,59,Cliente 59,PB,20,Produto 20,Marca 2,64.09,4,3
15500,2023-03-30,7,Filial 7,72,Cliente 72,SE,2,Produto 2,Marca 3,99.33,2,3
15501,2023-03-31,5,Filial 5,15,Cliente 15,AC,18,Produto 18,Marca 2,98.95,3,3
15502,2023-03-31,8,Filial 8,22,Cliente 22,CE,13,Produto 13,Marca 3,18.60,2,5
15503,2023-03-31,2,Filial 2,32,Cliente 32,SE,13,Produto 13,Marca 3,18.60,4,3
15504,2023-03-31,3,Filial 3,25,Cliente 25,PA,10,Produto 10,Marca 1,33.55,7,3
15505,2023-03-31,10,Filial 10,17,Cliente 17,PA,5,Produto 5,Marca 1,86.60,2,5
15506,2023-03-31,9,Filial 9,87,Cliente 87,RJ,10,Produto 10,Marca 1,33.55,4,4
15507,2023-03-31,6,Filial 6,84,Cliente 84,BA,7,Produto 7,Marca 1,21.32,7,5
15508,2023-03-31,1,Filial 1,18,Cliente 18,MG,10,Produto 10,Marca 1,33.55,6,5
15509,2023-03-31,4,Filial 4,71,Cliente 71,RS,12,Produto 12,Marca 2,68.11,3,3
15510,2023-03-31,7,Filial 7,35,Cliente 35,PB,17,Produto 17,Marca 2,23.67,6,4
15511,2023-04-01,5,Filial 5,13,Cliente 13,GO,9,Produto 9,Marca 2,41.93,5,3
15512,2023-04-01,1,Filial 1,74,Cliente 74,AM,10,Produto 10,Marca 1,33.55,7,5
15513,2023-04-01,2,Filial 2,9,Cliente 9,RN,15,Produto 15,Marca 1,14.57,4,3
15514,2023-04-01,6,Filial 6,88,Cliente 88,PA,3,Produto 3,Marca 2,49.45,2,5
15515,2023-04-01,9,Filial 9,7,Cliente 7,PA,16,Produto 16,Marca 2,12.40,4,3
15516,2023-04-01,10,Filial 10,72,Cliente 72,SE,19,Produto 19,Marca 1,16.28,7,4
15517,2023-04-01,3,Filial 3,14,Cliente 14,AL,12,Produto 12,Marca 2,68.11,6,5
15518,2023-04-01,7,Filial 7,16,Cliente 16,MA,6,Produto 6,Marca 1,87.73,7,5
15519,2023-04-01,8,Filial 8,9,Cliente 9,RN,5,Produto 5,Marca 1,86.60,5,2
15520,2023-04-01,4,Filial 4,97,Cliente 97,MG,15,Produto 15,Marca 1,14.57,6,2
15521,2023-04-02,7,Filial 7,58,Cliente 58,PA,15,Produto 15,Marca 1,14.57,5,2
15522,2023-04-02,4,Filial 4,47,Cliente 47,RN,8,Produto 8,Marca 2,44.87,2,2
15523,2023-04-02,6,Filial 6,24,Cliente 24,PR,12,Produto 12,Marca 2,68.11,5,4
15524,2023-04-02,5,Filial 5,66,Cliente 66,DF,6,Produto 6,Marca 1,87.73,3,2
15525,2023-04-02,1,Filial 1,6,Cliente 6,RN,13,Produto 13,Marca 3,18.60,5,5
15526,2023-04-02,10,Filial 10,96,Cliente 96,RJ,18,Produto 18,Marca 2,98.95,5,4
15527,2023-04-02,2,Filial 2,68,Cliente 68,AL,13,Produto 13,Marca 3,18.60,5,3
15528,2023-04-02,8,Filial 8,35,Cliente 35,PB,9,Produto 9,Marca 2,41.93,5,5
15529,2023-04-02,3,Filial 3,22,Cliente 22,CE,19,Produto 19,Marca 1,16.28,5,4
15530,2023-04-02,9,Filial 9,37,Cliente 37,RS,7,Produto 7,Marca 1,21.32,3,5
15531,2023-04-03,6,Filial 6,25,Cliente 25,PA,13,Produto 13,Marca 3,18.60,5,5
15532,2023-04-03,3,Filial 3,78,Cliente 78,PR,16,Produto 16,Marca 2,12.40,2,4
15533,2023-04-03,4,Filial 4,15,Cliente 15,AC,18,Produto 18,Marca 2,98.95,3,5
15534,2023-04-03,9,Filial 9,95,Cliente 95,GO,17,Produto 17,Marca 2,23.67,7,2
15535,2023-04-03,5,Filial 5,50,Cliente 50,GO,9,Produto 9,Marca 2,41.93,7,2
15536,2023-04-03,2,Filial 2,35,Cliente 35,PB,9,Produto 9,Marca 2,41.93,6,2
15537,2023-04-03,10,Filial 10,11,Cliente 11,SC,12,Produto 12,Marca 2,68.11,2,4
15538,2023-04-03,8,Filial 8,60,Cliente 60,SE,20,Produto 20,Marca 2,64.09,7,3
15539,2023-04-03,1,Filial 1,12,Cliente 12,BA,12,Produto 12,Marca 2,68.11,6,3
15540,2023-04-03,7,Filial 7,59,Cliente 59,PB,16,Produto 16,Marca 2,12.40,3,4
15541,2023-04-04,8,Filial 8,1,Cliente 1,MA,20,Produto 20,Marca 2,64.09,4,5
15542,2023-04-04,9,Filial 9,45,Cliente 45,PB,20,Produto 20,Marca 2,64.09,5,4
15543,2023-04-04,3,Filial 3,93,Cliente 93,RJ,5,Produto 5,Marca 1,86.60,3,3
15544,2023-04-04,1,Filial 1,1,Cliente 1,MA,9,Produto 9,Marca 2,41.93,2,5
15545,2023-04-04,7,Filial 7,78,Cliente 78,PR,14,Produto 14,Marca 3,2.87,3,5
15546,2023-04-04,5,Filial 5,92,Cliente 92,AL,4,Produto 4,Marca 3,44.85,4,4
15547,2023-04-04,6,Filial 6,11,Cliente 11,SC,18,Produto 18,Marca 2,98.95,4,3
15548,2023-04-04,10,Filial 10,31,Cliente 31,CE,10,Produto 10,Marca 1,33.55,5,4
15549,2023-04-04,2,Filial 2,48,Cliente 48,MS,14,Produto 14,Marca 3,2.87,6,4
15550,2023-04-04,4,Filial 4,8,Cliente 8,RJ,18,Produto 18,Marca 2,98.95,7,2
15551,2023-04-05,4,Filial 4,47,Cliente 47,RN,18,Produto 18,Marca 2,98.95,6,5
15552,2023-04-05,2,Filial 2,71,Cliente 71,RS,10,Produto 10,Marca 1,33.55,3,3
15553,2023-04-05,10,Filial 10,76,Cliente 76,AC,11,Produto 11,Marca 1,17.47,5,3
15554,2023-04-05,6,Filial 6,37,Cliente 37,RS,11,Produto 11,Marca 1,17.47,7,2
15555,2023-04-05,5,Filial 5,68,Cliente 68,AL,19,Produto 19,Marca 1,16.28,7,2
15556,2023-04-05,9,Filial 9,81,Cliente 81,RO,12,Produto 12,Marca 2,68.11,3,5
15557,2023-04-05,7,Filial 7,74,Cliente 74,AM,6,Produto 6,Marca 1,87.73,6,2
15558,2023-04-05,3,Filial 3,27,Cliente 27,ES,2,Produto 2,Marca 3,99.33,3,2
15559,2023-04-05,1,Filial 1,89,Cliente 89,RR,11,Produto 11,Marca 1,17.47,2,2
15560,2023-04-05,8,Filial 8,12,Cliente 12,BA,11,Produto 11,Marca 1,17.47,3,3
15561,2023-04-06,10,Filial 10,72,Cliente 72,SE,20,Produto 20,Marca 2,64.09,3,2
15562,2023-04-06,3,Filial 3,50,Cliente 50,GO,15,Produto 15,Marca 1,14.57,7,2
15563,2023-04-06,2,Filial 2,73,Cliente 73,PE,19,Produto 19,Marca 1,16.28,5,2
15564,2023-04-06,1,Filial 1,70,Cliente 70,MA,9,Produto 9,Marca 2,41.93,3,5
15565,2023-04-06,5,Filial 5,58,Cliente 58,PA,20,Produto 20,Marca 2,64.09,6,4
15566,2023-04-06,6,Filial 6,19,Cliente 19,MS,5,Produto 5,Marca 1,86.60,3,5
15567,2023-04-06,8,Filial 8,59,Cliente 59,PB,6,Produto 6,Marca 1,87.73,5,2
